Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
223-ФЗ;№32211947627;Прочие;Оказание информационных услуг в виде электронного справочника «Система «ГАРАНТ»;;;1;Предоставление информационных услуг;194400.00;RUB;;;;;63.9: Услуги информационные прочие;63.9: Услуги информационные прочие;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИКЛИНИКА КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКАЯ ИМ. Е.М. НИГИНСКОГО""";;13.12.2022;13.12.2022;Закупка завершена;;13.12.2022;;
223-ФЗ;№32211946576;Прочие;Оказание услуг по IT поддержке инфраструктуры АО «Тверьгорэлектро» ;;;1;Оказание услуг по IT поддержке инфраструктуры АО «Тверьгорэлектро» ;1890000.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТВЕРЬГОРЭЛЕКТРО""";;12.12.2022;12.12.2022;Закупка завершена;;12.12.2022;20.12.2022;
223-ФЗ;№32211944386;Прочие;Поставка комплекса программного обеспечения MClass для начальной школы;;;1;Поставка комплекса программного обеспечения MClass для начальной школы;250000.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ  ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ШКОЛА № 118 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ""";;12.12.2022;12.12.2022;Закупка завершена;;12.12.2022;;
223-ФЗ;№32211939979;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного ПО, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс ;;;1;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного ПО, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс ;546784.60;RUB;;;;;63.9: Услуги информационные прочие;63.9: Услуги информационные прочие;"ГОСУДАРСТВЕННОЕ ЭНЕРГЕТИЧЕСКОЕ, ЭНЕРГОСНАБЖАЮЩЕЕ И ЭЛЕКТРОРАСПРЕДЕЛИТЕЛЬНОЕ ПРЕДПРИЯТИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""ВОЛОГДАОБЛКОММУНЭНЕРГО""";;09.12.2022;09.12.2022;Закупка завершена;;09.12.2022;;
223-ФЗ;№32211938975;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензированного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс;;;1;оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензированного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс;883279.20;RUB;;;;;63.9: Услуги информационные прочие;63.9: Услуги информационные прочие;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АНТИКОР""";;09.12.2022;09.12.2022;Закупка завершена;;09.12.2022;16.12.2022;
223-ФЗ;№32211938657;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;проведение аттестации информационной системы;;;1;проведение аттестации информационной системы;3410100.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСК-СЕРВИС""";;09.12.2022;09.12.2022;Закупка отменена;;09.12.2022;08.12.2022;
223-ФЗ;№32211938107;Прочие;Право заключения договора на оказание услуг по сопровождению автоматизированной информационной системы самообслуживания клиентов на платформе программы для ЭВМ «1С-Битрикс: Управление сайтом», корпоративного портала на платформе программы для ЭВМ «1C-Битрикс24» и системы электронного документооборота на платформе программы для ЭВМ «Корпоративная система электронного документооборота DIRECTUM».;;;1;Право заключения договора на оказание услуг по сопровождению автоматизированной информационной системы самообслуживания клиентов на платформе программы для ЭВМ «1С-Битрикс: Управление сайтом», корпоративного портала на платформе программы для ЭВМ «1C-Битрикс24» и системы электронного документооборота на платформе программы для ЭВМ «Корпоративная система электронного документооборота DIRECTUM».;660000.00;RUB;;;;;"63.1: Услуги по обработке данных, размещению и взаимосвязанные услуги; порталы в информационно-коммуникационной сети Интернет";"63.1: Услуги по обработке данных, размещению и взаимосвязанные услуги; порталы в информационно-коммуникационной сети Интернет";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОЛОГОДСКАЯ ОБЛАСТНАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";;09.12.2022;09.12.2022;Закупка завершена;;09.12.2022;;
223-ФЗ;№32211936282;Прочие;Оказание услуг по адаптации и сопровождению установленных у Заказчика экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения;;;1;Оказание услуг по адаптации и сопровождению установленных у Заказчика экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения;665000.00;RUB;;;;;"63.1: Услуги по обработке данных, размещению и взаимосвязанные услуги; порталы в информационно-коммуникационной сети Интернет";"63.1: Услуги по обработке данных, размещению и взаимосвязанные услуги; порталы в информационно-коммуникационной сети Интернет";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ И СИСТЕМ ОРГАНОВ ИСПОЛНИТЕЛЬНОЙ ВЛАСТИ ИМЕНИ А.В. СТАРОВОЙТОВА""";;08.12.2022;08.12.2022;Закупка завершена;;08.12.2022;16.12.2022;
223-ФЗ;№32211935228;Прочие;Определение подрядчика на выполнение ПИР по титулу: Модернизация системы управления идентификационной информации нужд ПАО «Россети Московский регион»;;;1;Выполнение ПИР по титулу: Модернизация системы управления идентификационной информации;8400000.00;RUB;;;;;63.9: Услуги информационные прочие;63.9: Услуги информационные прочие;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ МОСКОВСКИЙ РЕГИОН""";;08.12.2022;08.12.2022;Закупка завершена;;08.12.2022;21.12.2022;
223-ФЗ;№32211934486;Закупка у единственного поставщика (подрядчика, исполнителя);Разработка программного обеспечения 1С ;;;1; Разработка программного обеспечения 1С;240000.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАССАЖИРСКОЕ АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ №1 ГОРОДА ЯРОСЛАВЛЯ""";;08.12.2022;08.12.2022;Закупка завершена;;08.12.2022;;
223-ФЗ;№32211931406;Закупка у единственного поставщика (подрядчика, исполнителя);Выполнение услуг по комплексному сопровождению и информационно-методическому обслуживанию Программного обеспечения «Стек-ЭНЕРГО» для ЗАО ЮЭК;;;1;Выполнение услуг по комплексному сопровождению и информационно-методическому обслуживанию Программного обеспечения «Стек-ЭНЕРГО» для ЗАО ЮЭК;950400.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";;07.12.2022;07.12.2022;Закупка завершена;;07.12.2022;;
223-ФЗ;№32211928834;Закупка у единственного поставщика (подрядчика, исполнителя);услуги по предоставлению доступа к платформе;;;1;услуг по предоставлению доступа к платформе;158928.17;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"КРАЕВОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КРАСНОЯРСКИЙ КОЛЛЕДЖ СФЕРЫ УСЛУГ И ПРЕДПРИНИМАТЕЛЬСТВА""";;07.12.2022;07.12.2022;Закупка завершена;;07.12.2022;;
223-ФЗ;№32211930524;Прочие;оказание услуг по сопровождению ранее установленного электронного периодического справочника «Система ГАРАНТ»;;;1;оказание услуг по сопровождению ранее установленного электронного периодического справочника «Система ГАРАНТ»;127220.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ОХОТНИЧЬЕГО ХОЗЯЙСТВА И ЗВЕРОВОДСТВА ИМЕНИ ПРОФЕССОРА Б.М. ЖИТКОВА""";;07.12.2022;07.12.2022;Закупка завершена;;07.12.2022;15.12.2022;
223-ФЗ;№32211925944;Прочие;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс;;;1;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс;549128.76;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ""";;06.12.2022;06.12.2022;Закупка завершена;;06.12.2022;14.12.2022;
223-ФЗ;№32211925563;Прочие;Поставка комплекса программного обеспечения MClass для средней школы;;;1;Поставка комплекса программного обеспечения MClass для средней школы;400000.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ  ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ШКОЛА № 118 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ""";;06.12.2022;06.12.2022;Закупка завершена;;06.12.2022;;
223-ФЗ;№32211925357;Прочие;установка систем мониторинга и контроля;;;1;Установка навигационного оборудования;952000.00;RUB;;;;;63.9: Услуги информационные прочие;63.9: Услуги информационные прочие;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ОРЛОВСКОЙ ОБЛАСТИ ""ДОРОЖНАЯ СЛУЖБА""";;06.12.2022;06.12.2022;Закупка завершена;;06.12.2022;;
223-ФЗ;№32211925171;Прочие;Поставка комплекса программного обеспечения MClass для средней школы;;;1;Поставка комплекса программного обеспечения MClass для средней школы;400000.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ  ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ШКОЛА № 118 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ""";;06.12.2022;06.12.2022;Закупка отменена;;06.12.2022;;
223-ФЗ;№32211922823;Закупка у единственного поставщика (подрядчика, исполнителя);"Оказание услуг по предоставлению простой неисключительной лицензии на использование новых версий программного обеспечения StaffCop Enterprise ""   для нужд «НЭСК - электросети». ";;;1;"Закупка на оказание услуг по предоставлению простой неисключительной лицензии на использование новых версий программного обеспечения StaffCop Enterprise ""   для нужд «НЭСК - электросети» ";669600.00;RUB;;;;;"63.1: Услуги по обработке данных, размещению и взаимосвязанные услуги; порталы в информационно-коммуникационной сети Интернет";"63.1: Услуги по обработке данных, размещению и взаимосвязанные услуги; порталы в информационно-коммуникационной сети Интернет";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЭСК-ЭЛЕКТРОСЕТИ""";;06.12.2022;06.12.2022;Закупка завершена;;06.12.2022;;
223-ФЗ;№32211912027;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;поставка программного обеспечения;;;1;поставка программного обеспечения;2822217.90;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ТИХООКЕАНСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";;02.12.2022;02.12.2022;Закупка завершена;;02.12.2022;09.12.2022;
223-ФЗ;№32211899624;Прочие;Выполнение работ по разработке модуля планирования работ дорожной отрасли и модернизации прикладного компонента «Система автоматизации сбора и обработки дорожной статистики в цифровой форме» в общедоступной информационной системе контроля за формированием и использованием средств дорожных фондов (СКДФ);;;1;Выполнение работ по разработке модуля планирования работ дорожной отрасли и модернизации прикладного компонента «Система автоматизации сбора и обработки дорожной статистики в цифровой форме» в общедоступной информационной системе контроля за формированием и использованием средств дорожных фондов (СКДФ);98694469.28;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ФЕДЕРАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ДОРОЖНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ""";;29.11.2022;01.12.2022;Закупка завершена;;29.11.2022;15.12.2022;
223-ФЗ;№32211909394;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Право заключения договора на поставку программного обеспечения Kaspersky Endpoint Security (предоставление права использования указанного программного обеспечения);;;1;Право заключения договора на поставку программного обеспечения Kaspersky Endpoint Security (предоставление права использования указанного программного обеспечения);2213640.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАТЭНЕРГОСБЫТ""";;01.12.2022;01.12.2022;Закупка завершена;;01.12.2022;09.12.2022;
223-ФЗ;№32211909351;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Право заключения договора на поставку программного обеспечения Kaspersky Security (предоставление права использования указанного программного обеспечения);;;1;Право заключения договора на поставку программного обеспечения Kaspersky Security (предоставление права использования указанного программного обеспечения);859162.50;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАТЭНЕРГОСБЫТ""";;01.12.2022;01.12.2022;Закупка завершена;;01.12.2022;09.12.2022;
223-ФЗ;№32211908273;Прочие;Услуги по технологическому сопровождению программного продукта «1С:Предприятие 8»;;;1;Услуги по технологическому сопровождению программного продукта «1С:Предприятие 8»;33816.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ТУЛЬСКАЯ ДЕТСКАЯ ХУДОЖЕСТВЕННАЯ ШКОЛА ИМ. В.Д. ПОЛЕНОВА""";;01.12.2022;01.12.2022;Закупка завершена;;01.12.2022;;
223-ФЗ;№32211907740;Прочие;оказание услуг по сервисному  обслуживанию оборудования АСИиУ  ;;;1;сервисное обслуживание оборудования АСИиУ ;728000.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕРНОПРОДУКТ""";;01.12.2022;01.12.2022;Закупка завершена;;01.12.2022;01.12.2022;
223-ФЗ;№32211900946;Прочие;Предоставление прав использования ЭБС через информационно-телекоммуникационную сеть «Интернет»;;;1;Предоставление прав использования ЭБС через информационно-телекоммуникационную сеть «Интернет»;132000.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ""СТРОИТЕЛЬСТВО""";;30.11.2022;30.11.2022;Закупка завершена;;30.11.2022;;
223-ФЗ;№32211898682;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Услуги по сопровождению  электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники) для нужд АУ «МФЦ УР».;;;1;Услуги по сопровождению  электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники) для нужд АУ «МФЦ УР».;271694.40;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ УДМУРТСКОЙ РЕСПУБЛИКИ""";;29.11.2022;29.11.2022;Закупка завершена;;29.11.2022;06.12.2022;
223-ФЗ;№32211896372;Закупка у единственного поставщика (подрядчика, исполнителя);проведение технологических работ и оказание услуг по запуску в эксплуатацию оборудования и программного обеспечения, предоставление неисключительных прав использования программ для ЭВМ и баз данных;;;1;проведение технологических работ и оказание услуг по запуску в эксплуатацию оборудования и программного обеспечения, предоставление неисключительных прав использования программ для ЭВМ и баз данных;35111600.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""БАШСПИРТ""";;29.11.2022;29.11.2022;Закупка завершена;;29.11.2022;;
223-ФЗ;№32211891868;Прочие;Право заключения договора на выполнение работ по поставке, инсталляции и настройки веб-сервиса ПОДИС программного комплекса «Энергосфера» для АО «НТЭК», лот 400/22 (3164856);;;1;Право заключения договора на выполнение работ по поставке, инсталляции и настройки веб-сервиса ПОДИС программного комплекса «Энергосфера» для АО «НТЭК», лот 400/22;835000.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОРИЛЬСКО-ТАЙМЫРСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";;28.11.2022;29.11.2022;Закупка завершена;;28.11.2022;06.12.2022;
223-ФЗ;№32211896555;Прочие;Программное обеспечение Frost3D;;;1;Программное обеспечение Frost3D;1879200.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ""СТРОИТЕЛЬСТВО""";;29.11.2022;29.11.2022;Закупка завершена;;29.11.2022;;
223-ФЗ;№32211876745;Прочие;выполнение работ по проектированию модернизации телекоммуникационной инфраструктуры ИА Публичного акционерного общества «Федеральная сетевая компания – Россети»;;;1;выполнение работ по проектированию модернизации телекоммуникационной инфраструктуры ИА Публичного акционерного общества «Федеральная сетевая компания – Россети»;32000000.00;RUB;;;;;63.9: Услуги информационные прочие;63.9: Услуги информационные прочие;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ - РОССЕТИ""";;23.11.2022;25.11.2022;Закупка завершена;;23.11.2022;09.12.2022;
223-ФЗ;№32211884666;Прочие;Оказание  услуг по информационному обслуживанию, сопровождению и обновлению установленных экземпляров сетевых версий справочно-правовой системы «Консультант-плюс»;;;1;Оказание  услуг по информационному обслуживанию, сопровождению и обновлению установленных экземпляров сетевых версий справочно-правовой системы «Консультант-плюс»;231108.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ АМУРСКОЙ ОБЛАСТИ ""БЛАГОВЕЩЕНСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";;25.11.2022;25.11.2022;Закупка завершена;;25.11.2022;06.12.2022;
223-ФЗ;№32211883878;Прочие;Выполнение работ по развитию федеральной государственной информационной системы формирования и ведения единого федерального информационного регистра, содержащего сведения о населении Российской Федерации, в соответствии с Техническим заданием;;;1;Выполнение работ по развитию федеральной государственной информационной системы формирования и ведения единого федерального информационного регистра, содержащего сведения о населении Российской Федерации, в соответствии с Техническим заданием;25000000.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГЛАВНЫЙ НАУЧНЫЙ ИННОВАЦИОННЫЙ ВНЕДРЕНЧЕСКИЙ ЦЕНТР""";;24.11.2022;24.11.2022;Закупка завершена;;24.11.2022;24.11.2022;
223-ФЗ;№32211883658;Прочие;Оказание услуг доступа к электронным изданиям в составе базы данных «НАУЧНАЯ ЭЛЕКТРОННАЯ БИБЛИОТЕКА ELIBRARY.RU»;;;1;Оказание услуг доступа к электронным изданиям в составе базы данных «НАУЧНАЯ ЭЛЕКТРОННАЯ БИБЛИОТЕКА ELIBRARY.RU»;841621.00;RUB;;;;;"63.1: Услуги по обработке данных, размещению и взаимосвязанные услуги; порталы в информационно-коммуникационной сети Интернет";"63.1: Услуги по обработке данных, размещению и взаимосвязанные услуги; порталы в информационно-коммуникационной сети Интернет";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ АЭРОКОСМИЧЕСКОГО ПРИБОРОСТРОЕНИЯ""";;24.11.2022;24.11.2022;Закупка завершена;;24.11.2022;;
223-ФЗ;№32211882140;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;проведение аттестации информационной системы;;;1;проведение аттестации информационной системы;3410100.00;RUB;;;;;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСК-СЕРВИС""";;24.11.2022;24.11.2022;Закупка завершена;;24.11.2022;01.12.2022;
